1,0,0,0,0,0,0,0,0,0,0,50,5,32,36,31,53,28,46,25,49,11
0,1,0,0,0,0,0,0,0,0,0,11,50,5,32,36,31,53,28,46,25,49
0,0,1,0,0,0,0,0,0,0,0,49,11,50,5,32,36,31,53,28,46,25
0,0,0,1,0,0,0,0,0,0,0,25,49,11,50,5,32,36,31,53,28,46
0,0,0,0,1,0,0,0,0,0,0,46,25,49,11,50,5,32,36,31,53,28
0,0,0,0,0,1,0,0,0,0,0,28,46,25,49,11,50,5,32,36,31,53
0,0,0,0,0,0,1,0,0,0,0,53,28,46,25,49,11,50,5,32,36,31
0,0,0,0,0,0,0,1,0,0,0,31,53,28,46,25,49,11,50,5,32,36
0,0,0,0,0,0,0,0,1,0,0,36,31,53,28,46,25,49,11,50,5,32
0,0,0,0,0,0,0,0,0,1,0,32,36,31,53,28,46,25,49,11,50,5
0,0,0,0,0,0,0,0,0,0,1,5,32,36,31,53,28,46,25,49,11,50
0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
